,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
456,спасибо огромный,3925293,5,0,0,0,0,0,1
457,очень,3925338,5,0,0,0,0,0,1
458,быстро чётко,3925362,5,0,0,0,0,1,1
459,замечательный шутро быстро сделать молодец большойпалецвверхий,3925459,5,1,0,0,1,1,0
460,спасибо решить оперативно,3925547,5,0,0,0,0,1,1
461,быстро качественно,3925566,5,0,0,1,0,1,0
462,отличный специалист,3925616,5,0,0,0,1,0,0
463,спасибо никитабицепс,3925656,5,0,0,0,1,0,0
464,оперативно очень вежливый сантехник приятно общаться получить решение проблема минута спасибо,3925871,5,1,0,0,1,1,1
465,отлично,3926087,5,0,0,0,0,0,1
466,спасибо информация,3926222,5,0,0,0,0,0,1
467,очень нравиться стать поливать газон,3926410,5,0,0,0,0,0,1
468,мастер супер,3926559,5,0,0,0,1,0,0
469,спасибо большой скорость,3926660,5,0,0,0,0,1,0
470,спасибо дежурный сантехник,3926685,5,0,0,0,1,0,0
471,спасибо большой,3926753,5,0,0,0,0,0,1
472,оперативноспасибо,3926829,5,0,0,0,0,1,0
473,сотрудник позвонить вс понятно объяснить спасибо,3926847,5,1,0,0,1,0,1
474,спасибо татьяна хороший день рукопожатиебольшойпалецвверхлицовтемныхочка,3926885,5,0,0,0,1,0,0
475,благодарить ук оперативность решение мой вопрос,3926964,5,1,0,0,0,1,0
476,сотрудник супервежливый работа выполнить,3927330,5,1,0,0,1,0,1
477,спасибо очень быстро принять мера,3927378,5,0,0,0,0,1,1
478,доступно объяснить,3927480,5,0,0,0,0,0,1
479,отличный специалист показать рассказать объяснить,3927514,5,0,0,0,1,0,1
480,отзывчивый менеджер весь спасибо быстрота,3927621,5,0,0,0,1,1,0
481,дать консультация ждать решение,3927634,5,0,1,0,0,0,0
482,благодарить,3927641,5,0,0,0,0,0,1
483,очень оперативно спасибо большой,3927735,5,0,0,0,0,1,0
484,оперативно чётко решить вопрос благодарить,3927815,5,1,0,0,0,1,1
485,высокий уровень,3927826,5,0,0,0,0,0,1
486,спасибо большойпалецвверхоченьсветлыйтонкожибольшойпалецвверхоченьсветлыйтонкожибольшойпалецвверхоченьсветлыйтонкожа,3927830,5,0,0,0,0,0,1
487,спасибочтый включить кран,3927965,5,1,0,0,0,0,1
488,хороший специалист спасибо,3928090,5,0,0,0,1,0,0
489,проблема решенано дать исчерпывающий разъяснение рекомеедация,3928119,5,0,1,0,0,0,0
490,идеально,3928138,5,0,0,0,0,0,1
491,спасибо большой помощьмария решить быстро вопроснастоящий специалист,3928192,5,1,0,0,1,1,1
492,супер спасибо,3928281,5,0,0,0,0,0,1
493,пройти быстроспасибо сотрудник,3928288,5,0,0,0,1,1,0
494,благодаря помощь анастасия быстро вс решить отличный оперативный работа,3928290,5,1,0,1,1,1,1
495,быстро оперативно спасибо мастер,3928297,5,0,0,0,1,1,0
496,спасибо ваш работа,3928345,5,0,0,0,0,0,1
497,устранить короткий срок молодец,3928349,5,1,0,0,0,1,0
498,быстро качественно лишний вопрос нюанс,3928497,5,0,0,1,0,1,0
499,оперативно качественно спасибо,3928714,5,0,0,1,0,1,0
500,отличный работа,3928825,5,0,0,0,0,0,1
501,спасибо быстрый решение вопрос,3928888,5,1,0,0,0,1,0
502,спасибо ваш работа,3928911,5,0,0,0,0,0,1
503,очень оперативно спасибо,3929011,5,0,0,0,0,1,0
504,мгновенно спасибо,3929431,5,0,0,0,0,1,1
505,оказаться это авария нюанс система водоснабжение отопление вс подробно объяснить спасибо,3929549,5,1,0,0,0,0,1
506,спасибо отличный работа прекрасный коллектив,3929557,5,0,0,0,1,0,1
507,спасибо оперативно устранить проблема,3929624,5,1,0,0,0,1,1
508,быстро понятно спасибо,3929881,5,0,0,0,0,1,1
509,вопрос решить,3929910,5,1,0,0,0,0,0
510,спасибо проявить участие инциатив,3929918,4,0,1,0,0,0,0
511,около,3929919,5,0,0,0,0,0,1
512,заявка быстро отреагировать,3929997,5,0,0,0,0,1,0
513,заменить,3930019,5,1,0,0,0,0,0
514,спасибо большой оперативный реагирование устранение неисправность,3930202,5,1,0,0,0,1,0
515,большой спасибо оперативность решение вопрос,3930255,5,1,0,0,0,1,0
516,спасибо оперативность,3930372,5,0,0,0,0,1,0
517,грамотный специалист,3930387,5,0,0,0,1,0,0
518,электрик быстро пришлый вс устранить спасибо очень довольный работа,3930751,5,1,0,0,1,0,1
519,спасибо оперативность желательно проверить другой столб освещение,3930767,5,0,0,0,0,1,0
520,быстро умтранить,3930866,5,1,0,0,0,1,0
521,оперативно качественно мастер решить проблема огромный спасибо,3930927,5,1,0,0,1,1,0
522,быстро исправить спасибо,3931016,5,1,0,0,0,1,0
523,молодец,3931167,5,0,0,0,0,0,1
524,супер,3931178,5,0,0,0,0,0,1
525,благодарить помощь,3931695,5,0,0,0,0,0,1
526,оперативно аккуратно удобный время,3932129,5,0,0,0,0,1,1
527,быстро обработать заявка спасибо оперативность,3932312,5,0,0,0,0,1,0
528,благодарить,3932396,5,0,0,0,0,0,1
529,спасибо большой,3932417,5,0,0,0,0,0,1
530,молодец спасибо,3932459,5,0,0,0,0,0,1
531,вс сделать отлично,3932495,5,1,0,0,0,0,1
532,хороший мастер сделать вс быстро,3932575,5,1,0,0,1,1,0
533,проблема решить сходить офис разьяснить палец,3932622,3,0,1,0,0,0,0
534,работа выполнить краткий срок благодарить,3932847,5,1,0,0,0,1,1
535,мастер прийти следующий день ответить вопрос выдать рекомендация устранение проблема спасибо,3932946,5,0,0,0,1,1,1
536,сделать очень быстро спасибо большой,3932950,5,0,0,0,0,1,1
537,личный общение решить вопрос полный взаимопонимание отлично выполнить работа,3932971,5,1,0,0,0,0,1
538,супер оперативно,3933004,5,0,0,0,0,1,0
539,вс супер,3933019,5,0,0,0,0,0,1
540,спасибо большой оперативность,3933121,5,0,0,0,0,1,0
541,спасибо вс оперативно сделать,3933123,5,1,0,0,0,1,0
542,спасибоотреагировать очень быстро,3933159,5,0,0,0,0,1,0
543,очень быстро отреагировалипосмотреть далёкий,3933243,5,0,0,0,0,1,0
544,здравствуйте спасибо геннадий работа проверить решить работа просьба ранее вопрос решить закрывать заявка просто передавать информация специалист указанный сфера,3933289,5,1,0,0,1,0,0
545,благодарить оперативный решение ответственный сотрудник держать курс выполнение заявкиза отдельный спасибоочень клиентоориентировать подход спасибо,3933331,5,1,0,0,1,1,1
546,спасибо очень оперативно,3933373,5,0,0,0,0,1,1
547,вауа супер спасибо,3933799,5,0,0,0,0,0,1
548,спасибо,3933980,5,0,0,0,0,0,1
549,огромный спасибо очень помочь быстро профессионально,3934049,5,0,0,1,0,1,1
550,нормально спасибо,3934120,5,0,0,0,0,0,1
551,спасибо огромный татьяна вопрос решиться очень оперативно чётко,3934243,5,1,0,0,1,1,0
552,большой спасибо мастер большойпалецвверхий,3934321,5,0,0,0,1,0,0
553,спасибо оператор деж аварийный смена оперативный работа,3934485,5,0,0,0,1,1,0
554,проблема решить временно надеяться люк поменять,3934520,1,0,1,0,0,0,0
555,отреагировать оперативно проблема решить исправить звонок телефон,3934549,5,1,0,0,0,1,0
556,ольга птушкина очень быстро грамотно решить наш вопрос большой спасибо,3934613,5,1,0,0,1,0,1
557,очень оперативно внести дать поверка,3934651,5,0,0,0,0,1,1
558,быстро среагировать,3934970,5,0,0,0,0,1,0
559,очень оперативно внести дать поверка,3934651,5,1,0,1,0,0,0
560,спасибо большой быстро среагировать,3934695,5,1,0,0,0,1,1
561,спасибо,3934816,5,1,0,0,0,0,0
562,решиться сам себя,3934911,2,0,1,0,0,0,0
563,сантехник очень быстро отключить вода сварщик очень быстро качественно устранить проблема вновь надеяться увидеться,3934913,5,1,0,0,0,0,0
564,быстро среагировать,3934970,5,0,0,0,0,1,0
565,сделать течение час спасибо,3935103,5,1,0,0,0,1,1
566,спасибо большой,3935129,5,1,0,0,0,0,0
567,большой спасибо оперативно сделать,3935268,5,1,0,0,0,1,0
568,спасибо фотоотчёт,3935291,5,0,0,1,0,0,0
569,спасибо большой свет сделать,3935478,5,1,0,0,0,0,1
570,быстро отреагировать пятеркабольшойпалецвверхий спасибо,3935483,5,1,0,1,0,1,0
571,огромный спасибо,3935491,5,1,0,0,0,0,1
572,спасибо,3935546,5,1,0,0,0,0,0
573,мастер свой дело,3935575,5,1,0,0,1,0,0
574,спасибо,3935593,5,1,0,0,0,0,0
575,отличный сантехник спасибо работа,3935602,5,1,0,0,1,0,0
576,замечание устранить,3935655,5,0,0,0,0,0,1
577,оперативно исправить неполадка спасибо,3935801,5,1,0,0,0,1,0
578,огромный благодарность оперативный корректный решение мой вопросацветоквишень,3935871,5,1,0,1,0,1,0
579,супер спасибо большой,3935906,5,1,0,0,0,0,0
580,спасибо быстро качественно,3936172,5,1,0,1,0,1,0
581,татьяна супер сотрудник оперативно решать вопрос касательно аренда парковочный место пригород лесной татьяна максимально ответственный отзывчивый человек хороший сотрудник управлять компания мой личный мнение,3936198,5,1,0,0,1,0,0
582,реагировать быстро отключить сигнализация пожарный тревога спасибо огромный,3936258,5,1,0,0,0,1,1
583,спасибо проверить пеекрасный работа,3936309,5,1,0,0,0,0,1
584,спасибо оперативно,3936353,5,1,0,0,0,1,0
585,ответить быстро увы смочь сделать,3936497,3,0,1,0,0,0,0
586,спасибо быстрый устранение проблема,3936508,5,1,0,0,0,1,0
587,здравствуйте большой спасибо дежурный диспетчеруперезвонить течение минута подача заявка благодарить сотрудничество уважение ю п,3936546,5,1,0,0,1,0,0
588,чётко понятно спасибо,3936571,5,1,0,0,0,0,0
589,спасибо оператор умничка,3936715,5,1,0,0,1,0,0
590,быстро,3936736,5,0,0,0,0,1,0
591,спасибо большой проблема мастер решить быстро качественно большойпалецвверхий,3936835,5,1,0,1,0,1,0
592,спасибо валерий исправить дом тишина спокойствиеулыбаться,3936898,5,1,0,0,1,0,1
593,лифт работаетспасибо,3936999,5,1,0,0,0,0,0
594,спасибо оперативно качественно,3937078,5,1,0,1,0,1,0
595,специалист приехать быстро спустить грузовой застрять лифт этаж освободить человек большой спасибо,3937325,5,1,0,0,0,1,0
596,спасибо,3937333,5,1,0,0,0,0,0
597,ольга большой спасибо хороший день,3937478,5,1,0,0,1,0,0
598,отлично,3937646,5,1,0,0,0,0,0
599,большой спасибо,3937780,5,1,0,0,0,0,0
600,надпись убрать внешний вид панель щит испортить остаться царапина,3937801,4,0,1,0,0,0,0
601,решить оперативно,3937869,5,1,0,0,0,1,0
602,спасибо большой оперативность рукопожатие,3937942,5,1,0,0,0,1,0
603,работа непосредственно замена сливной фурнитура ванна выполнить быстро качественно согласование работа процесс бесконечный сожаление польза собственник удаться достигнуть консенсус,3938059,5,1,0,1,0,1,0
604,большой спасибо,3938086,5,1,0,0,0,0,0
605,оперативно спасибо,3938404,5,1,0,0,0,1,0
606,устранить быстро хотеться заметить целое недостаток крепление проектирование металлический дверь доводчик крепиться обычный самореза колва дырка старый место видно сам методика крепление продумать самореза металл слабо жить решение недолгий жизненный цикл,3938452,4,0,1,0,0,0,0
607,очень быстро ответить,3938472,5,0,0,0,0,1,0
608,мастер достаточно быстро решить наш вопрос повернуть направление регулятор температура батарея отопление другой сторона выполнение работа аккуратно протерчтый приятно большой спасибо,3938558,5,1,0,1,1,0,1
609,оперативно качественно,3938590,5,1,0,1,0,1,0
610,сделать быстро профессионально,3938597,5,1,0,0,0,1,1
611,хороший сотрудник приятно общаться получать ответ вопрос,3938642,5,0,0,0,1,0,1
612,мастер свой дело,3938658,5,0,0,0,1,0,0
613,очень быстро оперативно ответить спасибо,3938725,5,1,0,0,0,1,1
614,супер,3938788,5,1,0,0,0,0,0
615,спасибо большой,3938844,5,1,0,0,0,0,0
616,спасибо мастер оперативность,3938879,5,0,0,0,1,1,0
617,спасибо работа рукопожатие,3938886,5,0,0,0,0,0,1
618,спасибо быстро ответилибольшойпалецвверхий,3938894,5,0,0,0,0,1,1
619,спасибо большой качественный работа,3939087,5,0,0,1,0,0,1
620,спасибо понимание большойпалецвверхий,3939089,5,0,0,0,0,0,1
621,оперативно спасибо,3939121,5,1,0,0,0,1,0
622,очень приятный инженер,3939235,5,0,0,0,1,0,0
623,благодарить починка лифт работать,3939342,5,1,0,0,0,0,0
624,оперативно сделать спасибо,3939350,5,1,0,0,0,1,0
625,быстро четкоспасибо,3939447,5,1,0,1,0,1,0
626,спасибо большой уборка,3939683,5,1,0,0,0,0,0
627,молодец наслать время проконсультировать,3939792,5,1,0,1,0,0,0
628,молодец большой спасибо оксана,3939998,5,1,0,0,1,0,0
629,спасибо быстро качественно,3940060,5,1,0,1,0,1,0
630,супер спасибо,3940089,5,1,0,0,0,0,0
631,супер кнопка светиться,3940096,5,1,0,0,0,0,0
632,прислать окно подкрутить быстро,3940375,5,1,0,0,0,1,1
633,спасибо поставить ждать отопление понять работать,3940395,5,1,0,0,0,0,0
634,спасибо работа,3940684,5,1,0,0,0,0,0
635,быстро подъезд вполне,3940717,5,1,0,0,0,0,0
636,спасибо понятно благодушно разъяснить,3940757,5,1,0,1,0,0,0
637,быстро устранилибольшойпалецвверхоченьсветлыйтонкожа,3940842,5,1,0,0,0,0,0
638,мастер сделать быстро отлично работа довольный,3940861,5,1,0,1,1,0,0
639,спасибо оперативный обратный связь жестсердце,3940903,5,1,0,0,0,1,0
640,спасибо грамотный специалист,3940995,5,1,0,0,1,0,1
641,отличный специалист максим луговой,3941055,5,0,0,0,1,0,0
642,очень оперативно спасибо огромный,3941064,5,1,0,0,0,1,0
643,большой спасибо вс сделать,3941141,5,1,0,0,0,0,1
644,отличный работа очень профессиональный вежливый сотрудник,3941162,5,1,0,0,1,0,0
645,спасибо оперативно,3941255,5,1,0,0,0,1,0
646,быстро сработать позвонить сказать ложный тревога,3941310,5,1,0,0,0,1,1
647,быстро оперативно демонтировать замок,3941386,5,1,0,0,0,1,0
648,спасибо оперативный работа,3941438,5,1,0,0,0,1,0
649,оперативно благодарить,3941457,5,1,0,0,0,1,0
650,большой спасибо сантехник,3941503,5,1,0,0,1,0,0
651,супербыстро помочь телефон помочь решить отлично,3941548,5,1,0,0,0,1,1
652,лифт снова работать заявка исполнить очень быстро,3941672,5,1,0,0,0,1,0
653,быстро чётко,3941682,5,1,0,1,0,1,0
654,сотрудник ук никита уборщица нормально помыть мы этаж,3941724,5,1,0,0,1,0,0
655,проблема устранить достаточно оперативно,3941762,5,1,0,0,0,1,0
656,спасибо сотрудник ук никита благодаря мы нормально помыть этаж спасибо большой,3941800,5,1,0,0,1,0,0
657,вопрос молодец супер оперативно,3941819,5,1,0,0,0,1,1
658,вс пройти отлично заранее позвонить предупредить приход сделать вс быстро вежливый разуться хотя говорить нужно пыльно спасибо,3941927,5,1,0,1,1,1,1
659,благодарить имя ребёночек родитель,3941951,5,1,0,0,0,0,1
660,отлично спасибо большой,3942001,5,1,0,0,0,0,0
661,спасибо большой,3942249,5,1,0,0,0,0,0
662,благодарить,3942254,5,1,0,0,0,0,0
663,оперативно мастер подошлый неполадка устранить мастер тактичный молодой человек спасибо,3942424,5,1,0,0,1,1,0
664,исправить,3942447,5,1,0,0,0,0,0
665,благодарить оперативность хороший день,3942595,5,0,0,0,0,1,0
666,большой спасибороз,3942627,5,1,0,0,0,0,0
667,оперативно решить вопрос спасибо,3942634,5,1,0,0,0,1,0
668,замечательный мастер,3942777,5,0,0,0,1,0,0
669,скорость супер,3942812,5,0,0,0,0,1,0
670,быстро проучить,3942818,5,1,0,1,0,0,0
671,роман коллега супер специалист большойпалецвверхоченьсветлыйтонкожибольшойпалецвверхоченьсветлыйтонкожибольшойпалецвверхоченьсветлыйтонкожа,3942831,5,0,0,1,1,0,0
672,спасибо большой мариярукопожатие большойпалецвверхий,3942841,5,0,0,0,1,0,0
673,огромный спасибо помощь проделать вы работа,3942887,5,1,0,0,0,0,0
674,молодец,3942907,4,1,0,0,0,0,0
675,большой спасибо ольга очень помочь ответить вопрос алоесердцеалоесердцеалоесердце,3943072,5,1,0,1,1,0,0
676,выполнить отлично,3943196,5,1,0,0,0,0,0
677,спасибо быстрый реагирование заявка,3943364,5,1,0,0,0,1,0
678,работаетспасибо,3943589,5,1,0,0,0,0,0
679,супербыстро спасибо,3943607,5,1,0,0,0,1,0
680,огромный спасибо сантехник геннадий качественно оказать услуга профессионализм приятно иметь дело такой человек,3943634,5,1,0,0,1,0,1
681,спасибо вопрос решить сжатый срок предоставить обратный связь,3944008,5,1,0,0,0,1,1
682,оперативно,3944074,5,0,0,0,0,1,0
683,электрик снять показание быть ждать ответ,3944164,5,0,1,0,0,0,0
684,спасибо оперативно,3944245,5,1,0,0,0,1,0
685,спасибо,3944308,5,1,0,0,0,0,0
686,спасибо огромный понимание,3944488,5,0,0,1,0,0,1
687,течь устранить,3944509,5,1,0,0,0,0,0
688,спасибо проверка обратный звонок разъяснение,3944648,5,1,0,1,0,0,1
689,спасибо убирать регулярно заявка,3944742,5,0,1,0,0,0,0
690,быстро оперативно,3944810,5,1,0,1,0,1,0
691,спасибо большой,3944852,5,1,0,0,0,0,0
692,оперативно решить проблема,3944861,5,1,0,0,0,1,0
693,вс быстро оперативно,3944876,5,1,0,0,0,1,0
694,спасибо большой вс отличнобольшойпалецвверхий,3944996,5,1,0,1,0,0,0
695,быстро срок спасибо,3945026,5,1,0,0,0,1,0
696,очень добрый женщина,3945035,5,0,0,0,1,0,0
697,спасибо большой роза,3945081,5,1,0,0,0,0,0
698,небольшой неточность консультация нужно набрать код домофон нажать колокольчик панель иначе домашний подъезд пропускать,3945243,4,0,1,0,0,0,0
699,супер специалист,3945310,5,0,0,0,1,0,0
700,высокий уровень,3945457,5,1,0,1,0,0,1
701,отлично,3945577,5,1,0,0,0,0,0
702,выполнить быстро хотеться происходить,3945582,5,0,0,0,0,1,0
703,спасибо,3945682,5,1,0,0,0,0,0
704,рассказать объяснить,3945698,5,0,0,1,0,0,0
705,спасибо большой,3945713,5,1,0,0,0,0,0
706,спасибо большой отлично,3945720,5,1,0,0,0,0,0
707,оперативно быстро спасибо,3945746,5,1,0,0,0,1,0
708,очень оперативно,3945765,5,0,0,0,0,1,0
709,спасибо удивление вопрос решн быстро оперативно,3945794,5,1,0,0,0,1,0
710,решить ситуация быстро спасибо,3945901,5,1,0,0,0,1,0
711,спасибо большой выполнить быстро качественно довольноулыбаетсябольшойпалецвверхий,3946019,5,1,0,1,0,1,0
712,андрей вс сделать,3946026,5,0,0,1,1,0,0
713,спасибо очень оперативно,3946151,5,1,0,0,0,1,0
714,,3946206,5,1,0,0,0,0,0
715,спасиботеперить лифт заработать,3946274,5,1,0,0,0,0,0
716,специалист прекрасно выполнить работа благодарный отзывчивость такой сотрудник,3946414,5,0,0,1,1,0,0
717,супер спасибо,3946559,5,1,0,0,0,0,0
718,быстро решить проблема,3946690,5,1,0,0,0,1,0
719,очень оперативно справиться большойпалецвверхсветлыйтонкожа,3946716,5,1,0,0,0,1,0
720,спасибо очень быстро отреагировать,3946729,5,0,0,0,0,1,0
721,сделать оперативно мастер воронков сергей сделать быстро,3946768,5,0,0,0,1,1,0
722,очень оперативно решить проблема,3946799,5,1,0,0,0,1,0
723,спасибо,3946853,5,1,0,0,0,0,0
724,добрый день работа исполнить благодарить,3946899,5,1,0,0,0,0,0
725,спасибо татьяна информация обновить,3946934,5,0,0,0,1,0,0
726,спасибо оперативность,3947157,5,1,0,0,0,1,0
727,спасибо оперативность,3947219,5,1,0,0,0,1,0
728,очень подробно большой спасибо консультация,3947311,5,1,0,1,0,0,0
729,огромный спасибо сергей,3947432,5,1,0,0,1,0,0
730,отзывчивый приятный готовый сразу оформить акт ещ проверить сушилка обнаружить сто кнопка включение,3947727,5,1,0,1,0,0,0
731,спасибо наш ук такой специалист причина отсутствие электричество найти сразу быстро устранить,3947806,5,1,0,1,0,1,0
732,большой спасибо робот,3947834,5,1,0,0,0,0,0
733,прекрасно выполнить работа получить ценный рекомендация будущее спасибо,3947929,5,1,0,1,0,0,0
734,быстро отключить пожарный вытяжка,3947984,5,1,0,0,0,0,0
735,потрясающе влюбленныйкот,3948043,5,1,0,0,0,0,0
736,сделать быстро качественно,3948159,5,1,0,1,0,1,0
737,быстро приехать мастер составить акт,3948185,5,1,0,0,0,1,1
738,спасибо татьяна,3948217,5,1,0,0,1,0,0
739,супер мег оперативно спасибо,3948226,5,1,0,1,0,1,0
740,отличный работа мастер быстро качественно,3948403,5,1,0,1,1,1,0
741,большой спасибо своевременный обратный связь вс чтко объясниликультурный,3948418,5,1,0,1,0,0,1
742,отличный мастер большой спасибо помощь,3948436,5,1,0,0,1,0,0
743,благодарить оперативность понимание,3948528,5,1,0,1,0,1,0
744,супер,3948623,5,1,0,0,0,0,0
745,спасибо большой оперативность качествоалоесердце,3948632,5,1,0,1,0,1,0
746,спасибо решить проблема очень платить вовремя ты долг писать,3948735,5,0,1,0,0,0,0
747,разобраться спасибо,3948738,5,1,0,0,0,0,0
748,спасибо большойпалецвверхий,3948896,5,1,0,0,0,0,0
749,мастер быстро пришлый быстро понять проблема быстро устранить быть общий вс отлично спасибо,3948958,5,1,0,1,1,1,0
750,работа выполнить отлично быстро качественно спасибо большой,3949033,5,1,0,1,0,1,0
751,спасибо молодец,3949214,5,1,0,0,0,0,0
752,спасибо быстрый качественный решение вопрос,3949304,5,1,0,1,0,1,0
753,отлично специалист пришлый минута заявка оперативно починить,3949394,5,1,0,0,0,1,0
754,спасибо огромный уборка лифт это временной решение проблемма гадить систематически просьба выявить наказать нарушитель,3949561,5,0,1,0,0,0,0
755,мастер самый хороший спасибо огромный такой сотрудник,3949596,5,1,0,0,1,0,1
756,спасибо быстро сделать красивый светодиодный лампа поставить,3949613,5,1,0,1,0,0,0
757,спасибо большой,3949634,5,1,0,0,0,0,0
758,оперативно отреагировать заявка устранить,3949687,5,1,0,1,0,1,0
759,добрый день спасибо такой прекрасный сотрудник,3949875,5,0,0,0,1,0,0
760,спасибо оперативность укладка плитка остаться незаделать шов стык сравнение этаж холл шов ровно закрытый просьба завершить работа конец,3949884,5,0,1,0,0,0,0
761,очень быстро,3949914,5,0,0,0,0,1,0
762,спасибо отлично,3950076,5,1,0,0,0,0,0
763,заявка выполнить слово электрика заявка выполнить квартира собственник проживать,3950162,5,0,1,0,0,0,0
764,спасибо,3950351,5,1,0,0,0,0,0
765,мастер пришлый быстро быстро сделать,3950433,5,1,0,0,0,1,1
766,благодарить оперативность,3950461,5,0,0,0,0,1,0
767,огромный спасибо максимально быстро качественно просто сотрудник месяц,3950683,5,1,0,1,1,1,0
768,спасибо большой сложенныерук оперативностьбольшойпалецвверхий качество рукопожатие,3950754,5,1,0,1,0,1,0
769,оперативно спасибо,3950865,5,1,0,0,0,1,0
770,это скорость светитсяотсчастьябольшойпалецвверхий спасибо,3950893,5,1,0,0,0,1,0
771,спасибо оперативность,3951124,5,1,0,0,0,0,0
772,шикарный специалист спасибо отличный работа скорость,3951189,5,1,0,1,1,1,0
773,ребята молодец,3951201,5,0,0,0,1,0,0
774,спасибо обратный связь,3951216,5,0,0,1,0,0,0
775,оперативно,3951479,5,0,0,0,0,1,0
776,первый быстро,3951598,5,0,0,0,0,1,0
777,быстро,3951702,5,1,0,0,0,0,0
778,добрый утро спасибо больший просьба ранее светильник менять лампочка так лампочка цоколь ставить переходник вернуть пожалуйста,3951714,5,0,1,0,0,0,0
779,спасибо оперативно большойпалецвверхий,3951913,5,1,0,0,0,1,0
780,спасибо оперативность,3951966,5,1,0,0,0,1,0
781,оперативно,3952001,5,0,0,0,0,1,0
782,оперативно качественно,3952062,5,0,0,1,0,1,0
783,спасибо оперативность,3952122,5,0,0,0,0,1,0
784,остановить течь дать рекомендация делать далёкий большой спасибо,3952142,5,1,0,1,0,0,0
785,оперативно вежливый такой москва,3952250,5,1,0,1,0,1,0
786,спасибо оперативность понять почему редуктор мы поставить плохой весь менять,3952354,5,0,0,0,0,1,0
787,спасибо большой сантехник быстро устранить засор,3952439,5,1,0,0,0,1,0
788,огромный спасибо оперативность сложенныерук,3952663,5,0,0,0,0,1,0
789,приехать быстро вс сделать чтко благодарить,3952848,5,1,0,1,0,1,0
790,вода стать тёплый,3953130,5,1,0,0,0,0,0
791,спасибо большой мастер быстро сделать,3953192,5,1,0,0,1,0,0
792,спасибо быстрый качественный работа,3953263,5,1,0,1,0,1,0
793,спасибо оперативность,3953284,5,0,0,0,0,1,0
794,вс подробно показать объяснить спасибо,3953366,5,1,0,1,0,0,0
795,спасибо оперативность рукопожатие,3953612,5,0,0,0,0,1,0
796,оперативно,3953627,5,0,0,0,0,1,0
797,спасибо разъяснение,3953752,5,0,0,1,0,0,0
798,сантехник объяснить причина проблема хороший напор вода нужно менять смеситель картридж понятно спасибо,3953818,5,1,0,1,0,0,0
799,быстро чётко,3953824,5,1,0,0,0,1,0
800,сложенныерукисложенныерукисложенныерук,3953899,5,0,1,0,0,0,0
801,огромный спасибо оперативность,3954054,5,0,0,0,0,1,0
802,отличный мастер решить профессионально вопрос большой спасибо,3954582,5,1,0,0,1,1,0
803,спасибо большой консультант помочь решение проблема объяснить очень доступно спасибо огромный сложенныерук,3954839,5,1,0,1,0,0,0
804,супер менеджер,3955070,5,0,0,0,1,0,0
805,отлично спасибо,3955073,5,1,0,0,0,0,0
806,спасибо большой быстрый реакция успокоить синеесердце,3955195,5,1,0,0,0,1,0
807,отлично,3380332,5,1,0,0,0,0,0
808,благодарить оперативный решение проблема,3381812,5,1,0,0,0,1,0
809,прекрасный специалист большой такой,3461991,5,0,0,0,1,0,0
810,пересчёт скорость,3572768,1,0,1,0,0,0,0
811,спасибо обновление покраска стена,3584536,5,1,0,0,0,0,0
812,выполнить быстро,3596020,5,0,0,0,0,1,0
813,спасибо,3617808,5,1,0,0,0,0,0
814,спасибо управлять компания прислать грамотный специалист быстро отреагировать заявка,3627490,5,1,0,1,1,0,0
815,спасибо,3657819,5,1,0,0,0,0,0
816,спасибо,3691620,5,1,0,0,0,0,0
817,решить вопрос спасибо,3695420,5,1,0,0,0,0,0
818,очень радовать работа ук оперативно спасибо,3716702,5,1,0,0,0,1,0
819,исправить,3726842,5,1,0,0,0,0,0
820,спасибо оперативный работа,3745025,5,0,0,0,0,1,0
821,выполнить отлично обработка заявка слишком дорога,3749719,5,0,1,0,0,0,0
822,спасибо большой скрипеть,3751364,5,1,0,0,0,0,0
823,норма,3773834,1,0,1,0,0,0,0
824,спасибо пройти очень,3791959,5,1,0,0,0,0,0
825,спасибо прислать поменять минута,3797804,5,1,0,0,0,1,0
826,очень оперативно,3799741,5,0,0,0,0,1,0
827,огромный спасибо,3802024,5,1,0,0,0,0,0
828,отлично спасибо,3805876,5,1,0,0,0,0,0
829,хороший мастер,3812092,5,0,0,0,1,0,0
830,спасибо оперативность,3815412,5,0,0,0,0,1,0
831,выполнить,3820641,5,1,0,0,0,0,0
832,супер мастер большойпалецвверхий,3828569,5,1,0,0,1,0,0
833,благодарить ребята,3829748,5,1,0,0,0,0,0
834,спасибо большой,3831509,5,1,0,0,0,0,0
835,спасибо,3832952,5,1,0,0,0,0,0
836,проблема решить ручка окно поставить спасибо обратный связь,3834081,5,1,0,1,0,0,0
837,благодарить проделать работа,3835748,5,1,0,0,0,0,0
838,надеяться причина устранить первый дождь самый,3835874,5,0,1,0,0,0,0
839,спасибо вс чтко,3839647,5,1,0,0,0,0,0
840,благодарить,3840353,5,1,0,0,0,0,0
841,спасибо сергей,3841026,5,1,0,0,1,0,0
842,михаил отличный мастер свой дело сделать быстро чисто дать рекомендация,3842440,5,1,0,1,1,0,0
843,сделать большойпалецвверхаплодисмент,3842790,5,0,1,0,0,0,0
844,профессионально быстро очень приятный мастер,3844645,5,1,0,1,1,0,0
